"","Folio","Nombre","Fecha","Descripcion","Cantidad","Unidad","ClaveUnidad","ValorUnitario","ClaveProdServ","TipoCambio","Importe","SubTotal","Total","Moneda","Material","Marca","Clave","Unds","Fruta","Embalaje","Precio_real","Unitario_real"
"96",73573,"COOL PAK AG PACKAGING S DE RL DE CV",2017-12-27,"CORRGTETRAYBLKGENIP4406OZ 32219 CAJA 6OZ BLK GENERICA",1000,"Each",NA,0.45,"0",19.3962,450,450,522,"USD","CAJAS",NA,NA,NA,NA,"6OZ",NA,0.45
"97",4169,"NAMINSA S.A. DE C.V.",2018-02-15,"CLAMS.3903 MORA 12 OZ 1 PINTA
Blanco",15600,"PIEZAS","H87",0.08508,"24112902",18.6269,1327.25,2419.13,2806.19,"USD","CLAMS",NA,"3903",NA,"ZARZAMORA","12OZ",0.08508,0.0850801282051282
"98",4669,"NAMINSA S.A. DE C.V.",2018-05-17,"CLAM C/PN 3705A",12000,"PIEZAS","H87",0.04868,"24112902",19.7854,584.16,584.16,677.63,"USD","CLAMS",NA,"3705",NA,NA,NA,0.04868,0.04868
"99",86719,"NOVATEC PAGANI SA DE CV",2018-05-25,"TAR NOVAPAL 130 1.2X1X0.13 CAL S/CEJA",300,"PZ","H87",174.77,"24112702",1,52431,52431,60819.96,"MXN","TARIMA",NA,NA,NA,NA,NA,174.77,174.77
"100",81944,"COOL PAK AG PACKAGING S DE RL DE CV",2018-05-09,"7256187CMSCPETMXBLKCLPAK 12OZ BLK CMS 600/CS 24/PL",24,"CASE","XBX",69,"24121500",19.1223,1656,2124,2463.84,"USD","CLAMS",NA,NA,NA,NA,"12OZ",NA,69
"101",1491,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-09-30,"ESQUINERO CARTON BCO DE 1.00 MT 4*4"" C-190 ",400,"PIEZA",NA,12.95,"0",NA,5180,14844.75,17219.91,NA,"ESQUINERO",NA,NA,NA,NA,"4.4OZ",12.95,12.95
"102",36388,"Embalajes Agricolas Sambramex S de RL de CV",2017-10-16,"S/P 12-12oz MXM H/F BUSH TRAY",1500,"EA",NA,674500,"0",18.7631,1011.75,3364.71,3903.06,"USD","CAJAS",NA,NA,NA,NA,"12OZ",NA,0.6745
"103",1050,"AMBROCIO LOPEZ SOTO",2018-06-13,"TARIMAS ARMADAS DE MADERA",140,"Pieza","H87",154,"24112701",NA,21560,21560,25009.6,"MXN","TARIMA",NA,NA,NA,NA,NA,154,154
"104",131,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-26,"CUBIERTAS TERMICAS DE 1.80 MTS",40,NA,"H87",26.5,"13111300",18.57,1060,1339.6,1553.94,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,NA,26.5
"105",75619,"COOL PAK AG PACKAGING S DE RL DE CV",2018-01-31,"7256187HURSTBLKNAMXPDCV Hursts 12oz Blackberry",48,"Case","XBX",69,"24121503",18.52,3312,3312,3841.92,"USD","CLAMS","HURST",NA,NA,"ZARZAMORA","12OZ",NA,69
"106",3937,"NAMINSA S.A. DE C.V.",2018-01-02,"PUNNETS 150 GRS MORA 5011",36000,"PIEZAS","H87",0.03976,"24112902",19.7354,1431.36,5259.79,6101.35,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","PUNNET",0.03976,0.03976
"107",84,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-06,"CUBIERTA TERMICA 1.55 MTS",20,NA,"H87",22.01,"13111300",18.52,440.2,1249.8,1449.77,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,NA,22.01
"108",4265,"NAMINSA S.A. DE C.V.",2018-02-28,"CLAM C/PN 3705A
MATERIAL EN BCO",18000,"PIEZAS","H87",0.04868,"24112902",18.6456,876.24,3273.84,3797.66,"USD","CLAMS",NA,"3705",NA,NA,NA,0.04868,0.04868
"109",76840,"COOL PAK AG PACKAGING S DE RL DE CV",2018-02-19,"CORRGTETRAYBLKGENIP4406OZ 32219 CAJA 6OZ BLK GENERICA",750,"Each","H87",0.45,"24112505",18.6025,337.5,337.5,391.5,"USD","CAJAS",NA,NA,NA,NA,"6OZ",NA,0.45
"110",71996,"COOL PAK AG PACKAGING S DE RL DE CV",2017-11-30,"7256187HURSTBLKNAMXPDCV Hursts 12oz Blackberry",48,"Case",NA,69,"0",18.5379,3312,3312,3841.92,"USD","CLAMS","HURST",NA,NA,"ZARZAMORA","12OZ",NA,69
"111",3675,"PENPACK S DE RL DE CV",2017-11-23,"6 OZ BB ALPASA ORG",180,"CAJA",NA,20.868,"0",18.82,3756.24,8263.73,9585.93,"USD","CLAMS","ALPASA",NA,NA,NA,"6OZ",NA,20.868
"112",2490,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-12-22,"CHAROLA ALPASA 12/6 OZ",12150,"PIEZA","H87",0.313,"24121503",19.3962,3802.95,4846.95,5622.46,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"113",81177,"COOL PAK AG PACKAGING S DE RL DE CV",2018-04-30,"7256187HURSTBLKNAMXPDCV Hursts 12oz Blackberry",72,"CASE","XBX",69,"24121500",19.053,4968,4968,5762.88,"USD","CLAMS","HURST",NA,NA,"ZARZAMORA","12OZ",NA,69
"114",27,"JESUS AMBROSIO MAGAÑA",2017-12-14,"ZARZAMORA 6 oz",6,"CAJAS","XBX",100,"50304701",NA,600,900,900,"MXN","TARIMA MADERA",NA,NA,NA,"ZARZAMORA","6OZ",NA,100
"115",444,"LOGISTICS INTEROCEANICA DE CARGA S.A. DE C.V.",2017-12-11,"SEPARADOR PUNNET
FABRICADOS
4-12-17",15420,"PIEZAS","H87",0.085,"14121500",NA,1310.7,1310.7,1520.41,"MXN","SEPARADOR PUNNET","PUNNET",NA,NA,"ZARZAMORA","PUNNET",0.085,0.085
"116",4772,"PENPACK S DE RL DE CV",2018-03-20,"6 OZ BB ALPASA CONV",432,"CAJA","XBX",20.86,"13101900",18.7,9011.52,9011.52,10453.36,"USD","CLAMS","ALPASA",NA,NA,NA,"6OZ",NA,20.86
"117",3931,"PENPACK S DE RL DE CV",2017-12-22,"6 OZ BB ALPASA ORG",288,"CAJA","XBX",20.86,"13101900",19.19,6007.68,9011.52,10453.36,"USD","CLAMS","ALPASA",NA,NA,NA,"6OZ",NA,20.86
"118",4228,"Abacart Agricola, S. de P.R. de R.L.",2018-04-05,"BOLSA PLAST NEGRA BAS-GDE 90 X 1200 CMS x Kilogramo 11 PZAS",4.96,"KILOGRAMO","KGM",29.05,"47121701",NA,144.09,144.09,167.14,"MXN","BOLSAS NEGRAS",NA,NA,NA,NA,NA,NA,29.0504032258065
"119",2883,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2018-04-17,"CHAROLA ALPASA 12/6 OZ, ESTA FACTURA AVALA LA REMISION 12304",13644,"PIEZA","H87",0.313,"24121503",18.0394,4270.572,4270.57,4953.86,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"120",80506,"COOL PAK AG PACKAGING S DE RL DE CV",2018-04-19,"7575215CMSCPETMXBLKCLPAK 18OZ BLK CMS 420/CS 24/PL",48,"CASE","XBX",57.96,"24121503",18.2753,2782.08,2873.16,3332.86,"USD","CLAMS",NA,NA,NA,NA,"18OZ",NA,57.96
"121",3800,"NAMINSA S.A. DE C.V.",2017-11-30,"CLAMS.3709 ARANDANO 6 OZ 5X4 900 UNDS",24300,"PIEZAS","H87",0.04818,"24112902",18.5848,1170.77,5322.65,6174.27,"USD","CLAMS",NA,"3709",900,"ARANDANO","6OZ",0.04818,0.0481798353909465
"122",336,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-06-08,"ESQUINEROS PLASTICOS DE 2.00 MTS",300,NA,"H87",6.8,"13102022",NA,2040,2904,3368.64,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,6.8
"123",2336,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-11-21,"CHAROLA GENERICA ALPASA FARMS 6OZ",5400,"PIEZA","H87",0.313,"24121503",18.9724,1690.2,4387.2,5089.15,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"124",63,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-29,"ESQUINERO PLASTICO DE 2.00 MTS",550,NA,"H87",6.8,"13102022",NA,3740,30551.5,35439.74,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,6.8
"125",3711,"NAMINSA S.A. DE C.V.",2017-11-08,"PUNNETS 150 GRS MORA 5011",48000,"PIEZAS",NA,0.03976,"0",19.0814,1908.48,2657.28,3082.4448,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","PUNNET",0.03976,0.03976
"126",2404,"International Baskets S.A. de C.V.",2017-12-04,"6 OZ #2 BLACKBERRY ALPASA FARMS",100800,"PIEZAS",NA,0.046,"0",18.6229,4636.8,13910.4,16136.064,"USD","CLAMS","ALPASA",NA,NA,"ZARZAMORA","6OZ",0.046,0.046
"127",4458,"NAMINSA S.A. DE C.V.",2018-04-12,"Clamshell 4x4 3407
material etiquetado de rougue",27000,"PIEZAS","H87",0.04072,"24112902",18.2882,1099.44,7565.1,8775.52,"USD","CLAMS",NA,"3407",NA,"ZARZAMORA","ROUGE",0.04072,0.04072
"128",1625,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-11,"CUBIERTA TERMICA DE 1.80 MTS",30,"PIEZA",NA,26.5,"0",18.9445,795,795,922.2,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,26.5,26.5
"129",4556,"NAMINSA S.A. DE C.V.",2018-05-02,"CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS",36000,"PIEZAS","H87",0.04615,"24112902",18.6847,1661.4,1661.4,1927.22,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04615,0.04615
"130",4244,"Abacart Agricola, S. de P.R. de R.L.",2018-04-12,"TERMOGRAFO TEMPAK SINGLE USE BTP / MINI 60D",25,"PIEZA","H87",14.5,"41112207",18.2882,362.5,362.5,420.5,"USD","TERMOGRAFO",NA,NA,NA,NA,NA,14.5,14.5
"131",4432,"NAMINSA S.A. DE C.V.",2018-04-05,"PUNNETS 150 GRS MORA 5011",60000,"PIEZAS","H87",0.03576,"24112902",18.2044,2145.6,2376,2756.16,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","PUNNET",0.03576,0.03576
"132",1480,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-09-25,"TARIMA PLASTICA 1*120",50,"PIEZA",NA,210,"0",NA,10500,26056,30224.96,NA,"TARIMA",NA,NA,NA,NA,NA,210,210
"133",2307,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-11-13,"CHAROLA GENERICA ALPASA FARMS 6OZ",2700,"PIEZA",NA,0.313,"0",19.0526,845.1,1835.1,2128.72,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"134",420443,"INTERNATIONAL PAPER MEXICO COMPANY S DE RL DE CV",2018-01-16,"CARTON CORRUGADO CAJA 6 ONZAS",2010,"Pieza","H87",0.34,"24112505",19.0446,689.43,689.43,799.74,"USD","CAJAS",NA,NA,NA,NA,"6OZ",0.34,0.343
"135",44840,"BIO PAPPEL S.A.B. DE C.V.",2017-12-05,"EXTERIOR  PARTE DE: CAJA BERRIES 12/6 ONZAS",7,"MILLAR","MIL",301,"14121500",18.642,2107,3657,4242.12,"USD","CAJAS",NA,NA,NA,NA,"6OZ",NA,301
"136",4778,"PENPACK S DE RL DE CV",2018-03-21,"6 OZ BB ALPASA CONV",432,"CAJA","XBX",20.86,"13101900",18.7,9011.52,9011.52,10453.36,"USD","CLAMS","ALPASA",NA,NA,NA,"6OZ",NA,20.86
"137",81406,"COOL PAK AG PACKAGING S DE RL DE CV",2018-05-02,"7256187HURSTBLKNAMXPDCV Hursts 12oz Blackberry",24,"CASE","XBX",69,"24121500",18.8644,1656,1656,1920.96,"USD","CLAMS","HURST",NA,NA,"ZARZAMORA","12OZ",NA,69
"138",80906,"COOL PAK AG PACKAGING S DE RL DE CV",2018-04-25,"CORRGTEINLKBLKGENIP2900NA 34736 INTERLOCK BLK GEN UNIV",440,"Each","H87",1.4,"24112500",18.0333,616,3398.08,3941.77,"USD","INTERLOCK",NA,NA,NA,NA,NA,NA,1.4
"139",74103,"Novatec Pagani S.A. de C.V.",2017-10-05,"TAR NOVAPAL 130 1.2X1X0.13 CAL S/CEJA",300,"Piezas",NA,168.05,"0",1,50415,50415,58481.4,"MXN","TARIMA",NA,NA,NA,NA,NA,168.05,168.05
"140",4655,"NAMINSA S.A. DE C.V.",2018-05-16,"CLAM C/PN 3705A
Blanco",18000,"PIEZAS","H87",0.04868,"24112902",19.5214,876.24,876.24,1016.44,"USD","CLAMS",NA,"3705",NA,NA,NA,0.04868,0.04868
"141",4018,"NAMINSA S.A. DE C.V.",2018-01-19,"PUNNETS 150 GRS MORA 5011",60000,"PIEZAS","H87",0.03976,"24112902",18.655,2385.6,2616,3034.56,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","PUNNET",0.03976,0.03976
"142",3988,"NAMINSA S.A. DE C.V.",2018-01-15,"CLAMS.3903 MORA 12 OZ 1 PINTA",15600,"PIEZAS","H87",0.08508,"24112902",19.3433,1327.25,1327.25,1539.61,"USD","CLAMS",NA,"3903",NA,"ZARZAMORA","12OZ",0.08508,0.0850801282051282
"143",3844,"NAMINSA S.A. DE C.V.",2017-12-12,"CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS",13500,"PIEZAS","H87",0.04398,"24112902",18.9445,593.73,1521.62,1765.08,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04398,0.04398
"144",194,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-24,"KILOS DE CINTURON PORTA GEL (6 ROLLOS)",89.2,NA,"KGM",60,"24111503",NA,5352,44006,51046.96,"MXN","GEL",NA,NA,NA,NA,NA,NA,60
"145",3738,"Abacart Agricola, S. de P.R. de R.L.",2017-11-30,"ETIQ X PIST GS BCA 8 GS 8 DIG - PAQ C/10 ROLLOS-10,000 ET - USD",56,"PAQUETE",NA,3.42,"0",18.519,191.52,191.52,222.16,"USD","TRAZABILIDAD",NA,NA,NA,NA,NA,NA,3.42
"146",3676,"PENPACK S DE RL DE CV",2017-11-23,"6 OZ BB ALPASA ORG",216,"CAJA",NA,20.868,"0",18.82,4507.49,4507.49,5228.69,"USD","CLAMS","ALPASA",NA,NA,NA,"6OZ",NA,20.8680092592593
"147",37905,"Compañia Arizlu S.A. de C.V.",2017-12-05,"CHAROLA 12 ONZAS ALPASA (LOS REYES, MICH)",14300,"PZA",NA,0.424,"0",18.642,6063.2,6063.2,7033.31,"USD","CAJAS","ALPASA",NA,NA,NA,"12OZ",0.424,0.424
"148",82230,"COOL PAK AG PACKAGING S DE RL DE CV",2018-05-14,"7256187HURSTBLKNAMXPDCV Hursts 12oz Blackberry",48,"CASE","XBX",69,"24121500",19.2989,3312,3312,3841.92,"USD","CLAMS","HURST",NA,NA,"ZARZAMORA","12OZ",NA,69
"149",44196,"BIO PAPPEL S.A.B. DE C.V.",2017-11-06,"EXTERIOR PARTE DE: CAJA BERRIES CAT 1",7.2,"MILLAR",NA,310,"0",19.185,2232,2232,2589.12,"USD","CAJAS","PUNNET",NA,NA,NA,"PUNNET",NA,310
"150",4431,"NAMINSA S.A. DE C.V.",2018-04-05,"CLAMS.3903 MORA 12 OZ 1 PINTA
MATERIAL EN BCO",15600,"PIEZAS","H87",0.08508,"24112902",18.2044,1327.25,12966.51,15041.14,"USD","CLAMS",NA,"3903",NA,"ZARZAMORA","12OZ",0.08508,0.0850801282051282
"151",33598,"BIO PAPPEL S.A.B. DE C.V.",2018-02-28,"EXTERIOR  PARTE DE: CAJA BERRIES 12 ONZAS",10,"MILLAR","MIL",422.75,"14121500",18.7902,4227.5,4227.5,4903.9,"USD","CAJAS",NA,NA,NA,NA,"12OZ",NA,422.75
"152",3569,"NAMINSA S.A. DE C.V.",2017-09-27,"CLAMS.3720 ARANDANOS 6 OZ NP 5X5 900 UNDS",18000,"PIEZAS",NA,0.04818,"0",17.8831,867.24,867.24,1005.9984,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04818,0.04818
"153",1523,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-10-30,"FLEJE VERDE LISO DE 1/2",4,"PIEZA",NA,710,"0",NA,2840,34315.5,39805.98,NA,"FLEJE",NA,NA,NA,NA,NA,710,710
"154",39274,"Compañia Arizlu S.A. de C.V.",2018-01-15,"CHAROLA 12 ONZAS ALPASA (LOS REYES, MICH)",12840,NA,"H87",0.424,"24121511",19.3433,5444.16,9581.9,11115,"USD","CAJAS","ALPASA",NA,NA,NA,"12OZ",NA,0.424
"155",3730,"NAMINSA S.A. DE C.V.",2017-11-13,"CLAMS. 3705 MORA 6OZ C/PAD PEGADO 600 UNDS",12000,"PIEZAS","H87",0.05062,"24112902",19.09,607.44,5374.29,6234.17,"USD","PADS",NA,"3705",600,"ZARZAMORA","6OZ",0.05062,0.05062
"156",3889,"NAMINSA S.A. DE C.V.",2017-12-26,"CLAM CP 3705",3600,"PIEZAS","H87",0.04913,"24112902",19.3962,176.87,3496.62,4056.08,"USD","CLAMS",NA,"3705",NA,NA,NA,0.04913,0.0491305555555556
"157",4109,"NAMINSA S.A. DE C.V.",2018-02-02,"CLAMS.4004 18 OZ MORA 360 UNDS",2880,"PIEZAS","H87",0.11018,"24112902",18.6069,317.32,317.32,368.09,"USD","CLAMS",NA,"4004",360,"ZARZAMORA","18OZ",0.11018,0.110180555555556
"158",39809,"Compañia Arizlu S.A. de C.V.",2018-01-29,"INTERLOCK UNIVERSAL",640,NA,"H87",1.08,"24121511",18.478,691.2,691.2,801.79,"USD","INTERLOCK",NA,NA,NA,NA,NA,NA,1.08
"159",79253,"NOVATEC PAGANI SA DE CV",2018-01-10,"TAR NOVAPAL 130 1.2X1X0.13 CAL S/CEJA",400,"PZ","H87",168.05,"24112702",1,67220,67220,77975.2,"MXN","TARIMA",NA,NA,NA,NA,NA,168.05,168.05
"160",221,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-07,"TARIMAS PLASTICAS",146,NA,"H87",210,"24112702",NA,30660,74143,86005.88,"MXN","TARIMA",NA,NA,NA,NA,NA,NA,210
"161",1511,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-10-23,"BASE TERMICA",40,"PIEZA",NA,6.99,"0",18.88,279.6,1339.6,1553.94,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,6.99,6.99
"162",2608,"International Baskets S.A. de C.V.",2018-02-12,"6 OZ #2 BLACKBERRY ALPASA FARMS

REM11546//LOS REYES",201600,"PIEZAS","H87",0.046,"24121807",18.8815,9273.6,9273.6,10757.38,"USD","CLAMS","ALPASA",NA,NA,"ZARZAMORA","6OZ",0.046,0.046
"163",80056,"NOVATEC PAGANI SA DE CV",2018-01-24,"TAR NOVAPAL 130 1.2X1X0.13 CAL S/CEJA",400,"PZ","H87",168.05,"24112702",1,67220,67220,77975.2,"MXN","TARIMA",NA,NA,NA,NA,NA,168.05,168.05
"164",3573,"NAMINSA S.A. DE C.V.",2017-09-29,"PADS ABSORBENTES 90X90 NEGROS 24000 UNDS",72000,"PIEZAS",NA,0.0055,"0",18.13,396,396,459.36,"USD","PADS",NA,NA,24000,NA,NA,0.0055,0.0055
"165",2769,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2018-02-26,"CHAROLA ALPASA 12/6 OZ, ESTA FACTURA AVALA LA REMISION 12211",17079,"PIEZA","H87",0.313,"24121503",18.5659,5345.727,5345.73,6201.05,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"166",80881,"COOL PAK AG PACKAGING S DE RL DE CV",2018-04-25,"HURST012OZBLKTOPUMXCVNA Hursts Berry Farms 12oz",36000,"Each","H87",0.75,"55121600",18.621,27000,27000,31320,"USD","CLAMS","HURST",NA,NA,NA,NA,NA,0.75
"167",2705,"International Baskets S.A. de C.V.",2018-03-27,"6 OZ # 2 BLACKBERRIES- DEL MONTE

REM11670//LOS REYES",201600,"PIEZAS","H87",0.046,"24121807",18.5364,9273.6,9273.6,10757.38,"USD","CLAMS","DEL MONTE",NA,NA,"ZARZAMORA","6OZ",0.046,0.046
"168",2246,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-10-18,"CHAROLA ALPASA 12/6 OZ, ESTA FACTURA AVALA LA REMISION 11918.",6750,"PIEZA",NA,0.313,"0",19.0117,2112.75,2112.75,2450.79,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"169",3956,"Abacart Agricola, S. de P.R. de R.L.",2018-02-01,"ETIQ X PIST GS BCA 8 GS 8 DIG - PAQ C/10 ROLLOS-10,000 ET - USD",100,"PAQUETE","XPK",3.42,"14111537",18.6069,342,684,793.44,"USD","TRAZABILIDAD",NA,NA,NA,NA,NA,NA,3.42
"170",1652,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-27,"CUBIERTA TERMICA DE 1.80 MTS",105,"PIEZA",NA,26.5,"0",19.72,2782.5,3551.4,4119.62,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,26.5,26.5
"171",29,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-15,"ESQUINERO PLASTICO DE 2.00 MTS",300,NA,"H87",6.8,"13102022",NA,2040,7112.75,8250.79,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,6.8
"172",2760,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2018-02-19,"CHAROLA ALPASA 12/6 OZ",2700,"PIEZA","H87",0.313,"24121503",18.4797,845.1,845.1,980.32,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"173",26,"JESUS AMBROSIO MAGAÑA",2017-12-08,"ZARZAMORA 6 oz",5,"CAJAS","XBX",100,"50304701",NA,500,500,500,"MXN","TARIMA MADERA",NA,NA,NA,"ZARZAMORA","6OZ",NA,100
"174",72722,"COOL PAK AG PACKAGING S DE RL DE CV",2017-12-12,"7256187HURSTBLKNAMXPDCV Hursts 12oz Blackberry",24,"Case",NA,69,"0",18.8897,1656,1656,1920.96,"USD","CLAMS","HURST",NA,NA,"ZARZAMORA","12OZ",NA,69
"175",3539,"Abacart Agricola, S. de P.R. de R.L.",2017-09-30,"ETIQ PISTOLA PLASTICA TRAK 8GS - USD",20,"PIEZA",NA,29.45,"0",18.1979,589,760,881.6,"USD","PISTOLA",NA,NA,NA,NA,NA,29.45,29.45
"176",2831,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2018-03-20,"CHAROLA ALPASA 12/6 OZ, ESTA FACTURA AVALA LA REMISION 12260",14250,"PIEZA","H87",0.313,"24121503",18.7216,4460.25,4460.25,5173.89,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"177",2446,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-12-14,"CHAROLA ALPASA 12/6 OZ",8100,"PIEZA","H87",0.313,"24121503",19.1391,2535.3,4382.1,5083.24,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"178",606,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2018-01-26,"INTERLOCK MULTIPLE GEN ZARZAMORA DISEÑO1, DEVOLUCION POR SER PRODUCTO DIFERENTE.",510,"PIEZA","H87",1.16,"24141607",18.478,591.6,591.6,686.26,"USD","INTERLOCK",NA,NA,NA,"ZARZAMORA",NA,1.16,1.16
"179",4357,"PENPACK S DE RL DE CV",2018-02-09,"6 OZ BB ALPASA ORG",108,"CAJA","XBX",20.86,"13101900",18.52,2252.88,2252.88,2613.34,"USD","CLAMS","ALPASA",NA,NA,NA,"6OZ",NA,20.86
"180",188,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-20,"BASES TERMICAS",40,NA,"H87",6.99,"13111300",18.72,279.6,1339.6,1553.94,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,NA,6.99
"181",4251,"NAMINSA S.A. DE C.V.",2018-02-26,"CLAMS.3903 MORA 12 OZ 1 PINTA
MATERIAL SIN ETIQUETA",15600,"PIEZAS","H87",0.08508,"24112902",18.6574,1327.25,1551.89,1800.19,"USD","CLAMS",NA,"3903",NA,"ZARZAMORA","12OZ",0.08508,0.0850801282051282
"182",3995,"NAMINSA S.A. DE C.V.",2018-01-16,"CLAM ARANDANO 6OZ 5X4 NP",50400,"PIEZAS","H87",0.04818,"24112902",19.0446,2428.27,2586.93,3000.84,"USD","CLAMS",NA,NA,NA,"ARANDANO","6OZ",0.04818,0.0481799603174603
"183",143,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-05,"CUBIERTAS TERMICAS DE 1.80 MTS",20,NA,"H87",26.5,"13111300",18.89,530,669.8,776.97,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,NA,26.5
"184",4057,"NAMINSA S.A. DE C.V.",2018-01-29,"PUNNETS 150 GRS MORA 5011
R. 220",60000,"PIEZAS","H87",0.03976,"24112902",18.478,2385.6,2702.4,3134.79,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","PUNNET",0.03976,0.03976
"185",3967,"Abacart Agricola, S. de P.R. de R.L.",2018-02-02,"ETIQ X PIST GS BCA 8 GS 8 DIG - PAQ C/10 ROLLOS-10,000 ET - USD",150,"PAQUETE","XPK",3.42,"14111537",18.4004,513,513,595.08,"USD","TRAZABILIDAD",NA,NA,NA,NA,NA,NA,3.42
"186",1506,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-10-17,"CUBIERTA TERMICA DE 1.80 MTS",40,"PIEZA",NA,26.5,"0",18.68,1060,1339.6,1553.94,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,26.5,26.5
"187",4635,"NAMINSA S.A. DE C.V.",2018-05-12,"CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS",72900,"PIEZAS","H87",0.04815,"24112902",19.2989,3510.14,7971.83,9247.32,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04815,0.0481500685871056
"188",955,"AMBROCIO LOPEZ SOTO",2018-01-02,"TARIMAS ARMADAS DE MADERA",100,"Pieza","H87",135,"24112701",NA,13500,13500,15660,"MXN","TARIMA",NA,NA,NA,NA,NA,135,135
"189",2308,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-11-13,"CHAROLA 18 OZ ALPASA",2000,"PIEZA",NA,0.87,"0",19.0526,1740,5433.6,6302.98,"USD","CAJAS","ALPASA",NA,NA,NA,"18OZ",0.87,0.87
"190",1569,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-21,"ESQUINERO CARTON BCO 1.90 MTS C-180 2.5""",300,"PIEZA",NA,13.28,"0",NA,3984,10884,12625.44,NA,"ESQUINERO",NA,NA,NA,NA,NA,13.28,13.28
"191",82222,"COOL PAK AG PACKAGING S DE RL DE CV",2018-05-14,"7256187HURSTBLKNAMXPDCV Hursts 12oz Blackberry",24,"CASE","XBX",69,"24121500",19.5781,1656,1656,1920.96,"USD","CLAMS","HURST",NA,NA,"ZARZAMORA","12OZ",NA,69
"192",202,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-28,"TARIMAS PLASTICAS",100,NA,"H87",210,"24112702",NA,21000,49835,57808.6,"MXN","TARIMA",NA,NA,NA,NA,NA,NA,210
